id_pagamento,id_fatura,data_pagamento,valor_pago,metodo_pagamento
3185,4664,2024-08-03,6917.61,Boleto
3186,514,2023-12-21,2730.02,Boleto
3187,1787,2023-07-23,1126.37,Cartão de Crédito
3188,3246,2024-07-17,9334.61,Transferência
3189,4862,2024-11-23,5267.75,Boleto
3190,1609,2024-08-21,6230.95,Transferência
3191,283,2023-10-25,3768.44,Boleto
3192,2249,2023-05-14,6287.12,PIX
3193,2618,2023-07-11,1177.83,Transferência
3194,6239,2024-11-24,5433.16,Transferência
3195,1889,2023-10-11,2828.31,Transferência
3196,343,2023-12-13,6306.02,Cartão de Crédito
3197,4402,2024-05-29,7919.23,Transferência
3198,2289,2023-11-04,2876.81,Cartão de Crédito
3199,1569,2023-12-30,8402.3,Transferência
3200,6455,2023-03-26,5266.86,Cartão de Crédito
3201,2359,2024-12-19,7056.4,Cartão de Crédito
3202,6085,2024-04-27,1382.17,PIX
3203,4186,2025-01-19,8376.2,PIX
3204,210,2025-02-13,1110.08,Transferência
3205,5656,2024-12-12,8216.89,PIX
3206,3843,2023-06-02,8444.75,Cartão de Crédito
3207,4386,2024-12-23,8058.41,Boleto
3208,1989,2023-10-20,9745.25,Cartão de Crédito
3209,965,2024-01-04,7481.55,Boleto
3210,1534,2023-11-21,3491.97,PIX
3211,515,2023-10-17,1562.96,Cartão de Crédito
3212,5859,2025-01-25,7721.45,Cartão de Crédito
3213,3962,2024-11-18,559.54,Boleto
3214,1493,2025-01-08,9306.0,PIX
3215,5679,2025-01-05,6230.19,Transferência
3216,1733,2024-04-23,202.16,Boleto
3217,5234,2024-08-16,9978.69,PIX
3218,3443,2025-01-07,8846.38,Transferência
3219,5448,2024-03-16,624.07,PIX
3220,5220,2023-12-28,4379.71,Cartão de Crédito
3221,6864,2024-09-03,513.38,Cartão de Crédito
3222,5530,2023-06-15,8557.69,Boleto
3223,2099,2025-01-21,289.52,PIX
3224,990,2023-05-30,331.48,PIX
3225,5789,2023-10-07,3424.88,Boleto
3226,1929,2024-01-08,5431.87,Cartão de Crédito
3227,5285,2024-12-17,1928.39,PIX
3228,260,2024-09-16,1291.45,Transferência
3229,4444,2024-05-27,839.68,Boleto
3230,6133,2023-04-17,9531.24,Cartão de Crédito
3231,3284,2024-03-20,3931.52,PIX
3232,1377,2024-03-13,8241.36,Cartão de Crédito
3233,5658,2023-09-13,6389.83,Transferência
3234,1699,2024-06-05,5159.55,PIX
3235,2568,2024-07-26,3980.19,Transferência
3236,2917,2023-07-20,8425.23,Transferência
3237,3964,2023-07-25,9229.47,Boleto
3238,6599,2023-12-15,9679.33,Transferência
3239,6661,2025-02-20,4408.21,Transferência
3240,3258,2023-04-17,9349.25,Boleto
3241,4980,2024-05-01,4198.73,Cartão de Crédito
3242,51,2023-07-29,9670.79,Cartão de Crédito
3243,5236,2024-06-23,3668.07,Cartão de Crédito
3244,2574,2024-08-24,7583.22,Transferência
3245,4330,2024-12-04,2718.89,Cartão de Crédito
3246,369,2023-07-01,6485.03,PIX
3247,32,2024-11-17,8545.42,Transferência
3248,6546,2024-10-24,4571.27,PIX
3249,4337,2025-01-21,1493.76,PIX
3250,3003,2023-10-21,7264.82,Cartão de Crédito
3251,4168,2023-10-25,5454.44,Cartão de Crédito
3252,3205,2024-12-16,8041.87,Transferência
3253,3768,2024-08-01,8890.67,Cartão de Crédito
3254,5188,2024-01-08,523.92,Transferência
3255,1194,2023-12-23,7628.81,Boleto
3256,3132,2023-05-25,2275.27,PIX
3257,3054,2024-11-21,711.33,Boleto
3258,3817,2024-05-07,8169.36,Transferência
3259,5271,2023-05-01,2737.85,Cartão de Crédito
3260,1625,2024-10-27,6612.13,PIX
3261,3122,2024-12-28,9435.19,Boleto
3262,900,2024-04-10,2608.91,Cartão de Crédito
3263,3126,2024-01-05,587.76,Boleto
3264,5446,2024-10-20,7970.75,PIX
3265,3334,2024-09-04,5278.26,Boleto
3266,686,2023-11-29,3612.8,Boleto
3267,2523,2025-02-02,5064.59,Transferência
3268,711,2023-10-01,8884.74,PIX
3269,6294,2023-11-15,2478.23,Transferência
3270,3288,2025-02-03,4585.59,Transferência
3271,3799,2023-03-08,5959.95,Boleto
3272,4853,2025-02-08,5635.84,PIX
3273,1369,2024-05-27,1178.24,PIX
3274,3482,2023-12-31,1765.76,Cartão de Crédito
3275,5707,2023-11-13,8714.73,PIX
3276,6609,2023-09-13,537.4,Boleto
3277,3057,2024-02-10,6948.39,Boleto
3278,6457,2023-09-09,8817.58,Boleto
3279,190,2025-02-20,9723.06,Boleto
3280,2922,2023-05-06,1223.27,PIX
3281,6757,2024-12-12,8598.42,Boleto
3282,1671,2025-02-20,9147.49,Transferência
3283,987,2023-05-22,8663.72,Boleto
3284,6811,2024-08-19,7160.38,Transferência
3285,3949,2024-10-09,6124.54,PIX
3286,2444,2024-08-12,8807.18,PIX
3287,261,2023-10-11,2186.06,Cartão de Crédito
3288,2224,2023-10-30,2182.91,Cartão de Crédito
3289,4505,2024-08-25,6932.83,Boleto
3290,2474,2024-07-28,4990.71,Cartão de Crédito
3291,4326,2024-11-01,4527.45,PIX
3292,4661,2024-08-01,6238.66,Cartão de Crédito
3293,4259,2025-01-08,7605.96,Cartão de Crédito
3294,4949,2025-01-05,6102.41,Boleto
3295,5692,2023-06-10,9189.61,Boleto
3296,2654,2024-07-03,9830.16,Boleto
3297,6239,2024-12-14,7847.28,Transferência
3298,5353,2023-12-16,7370.55,Boleto
3299,4789,2024-02-17,8953.15,Transferência
3300,4107,2024-03-27,4053.47,PIX
3301,1857,2024-07-23,8859.51,Boleto
3302,6421,2023-03-11,6591.29,PIX
3303,3386,2023-12-13,7753.03,Cartão de Crédito
3304,5441,2024-07-28,8590.14,Transferência
3305,1078,2023-03-31,7879.74,PIX
3306,683,2024-02-12,5876.34,Transferência
3307,5593,2024-02-03,605.56,Transferência
3308,2635,2024-04-22,3554.56,PIX
3309,3086,2024-10-18,9141.92,Boleto
3310,4605,2023-03-24,7457.35,Cartão de Crédito
3311,2615,2024-04-08,7698.16,Transferência
3312,4400,2024-11-15,1359.29,Boleto
3313,2687,2025-01-13,2556.3,Transferência
3314,4582,2024-10-22,5292.18,PIX
3315,1490,2024-07-21,4637.3,Cartão de Crédito
3316,1431,2024-05-10,9849.39,Cartão de Crédito
3317,3006,2025-01-09,2222.08,Boleto
3318,5677,2023-04-26,5287.26,Transferência
3319,2052,2023-04-04,2154.34,Transferência
3320,6069,2023-03-12,7505.38,Cartão de Crédito
3321,3421,2025-01-24,6249.52,Transferência
3322,5276,2024-04-23,5611.45,Boleto
3323,5612,2024-10-11,2251.07,Transferência
3324,6251,2023-10-17,555.36,PIX
3325,719,2023-11-27,2165.19,Cartão de Crédito
3326,4562,2023-11-15,1423.32,Boleto
3327,1898,2023-11-15,4502.38,Cartão de Crédito
3328,4745,2024-09-24,2267.08,Transferência
3329,684,2023-08-10,4493.49,Transferência
3330,875,2024-10-30,7324.36,Transferência
3331,4998,2023-09-02,8994.98,Transferência
3332,4844,2023-10-25,6413.53,Cartão de Crédito
3333,5624,2024-02-16,8553.99,PIX
3334,3223,2024-01-06,2197.44,Boleto
3335,3589,2023-09-09,4124.16,Transferência
3336,956,2024-06-01,8545.07,Cartão de Crédito
3337,3698,2024-08-04,182.2,Transferência
3338,2914,2023-09-26,2041.38,PIX
3339,6110,2023-10-25,5397.01,PIX
3340,2439,2023-10-25,8998.17,Boleto
3341,2974,2023-08-23,1397.42,Boleto
3342,6842,2024-09-07,5117.81,PIX
3343,4637,2025-01-23,2318.28,Transferência
3344,2058,2023-12-21,2586.99,Transferência
3345,3984,2024-06-27,5191.77,Cartão de Crédito
3346,2510,2023-10-23,2209.03,Transferência
3347,4460,2024-06-17,2739.54,PIX
3348,2131,2023-12-06,2584.64,Cartão de Crédito
3349,6341,2023-08-13,4365.63,PIX
3350,6603,2023-06-16,6783.0,Cartão de Crédito
3351,6124,2024-06-29,5208.97,PIX
3352,2529,2023-12-30,9098.98,PIX
3353,3638,2024-04-10,2831.95,PIX
3354,43,2024-01-25,7012.33,Transferência
3355,4874,2024-02-18,3116.82,Boleto
3356,419,2024-11-20,6131.24,PIX
3357,4450,2023-11-18,9734.47,Cartão de Crédito
3358,3867,2024-12-16,3080.13,Boleto
3359,5314,2023-10-25,7809.76,PIX
3360,1384,2023-11-23,4842.63,PIX
3361,4761,2025-01-12,795.85,PIX
3362,365,2024-01-12,919.6,Transferência
3363,3548,2024-05-25,2509.3,PIX
3364,6340,2023-08-17,9730.8,Boleto
3365,1416,2023-07-10,8542.57,Boleto
3366,2552,2024-10-30,7323.1,Transferência
3367,3526,2023-05-22,4389.84,Cartão de Crédito
3368,139,2023-06-01,3108.72,Cartão de Crédito
3369,1688,2024-12-13,1355.97,Cartão de Crédito
3370,6761,2024-10-14,9118.03,Transferência
3371,2454,2023-11-05,8606.14,Boleto
3372,5312,2025-01-29,2303.43,Cartão de Crédito
3373,6574,2023-05-16,2128.93,Transferência
3374,4314,2023-07-18,6525.09,Cartão de Crédito
3375,5016,2023-04-26,6839.63,Cartão de Crédito
3376,6458,2023-06-28,3074.72,Boleto
3377,5472,2023-08-03,6107.11,Transferência
3378,1544,2025-02-24,4153.95,PIX
3379,5069,2024-08-24,2454.65,Cartão de Crédito
3380,5532,2023-09-20,5743.39,Transferência
3381,3794,2023-09-25,4556.1,PIX
3382,6437,2023-09-19,8140.99,Cartão de Crédito
3383,1118,2024-09-11,1781.35,PIX
3384,2159,2023-10-09,7728.61,Cartão de Crédito
3385,2021,2024-07-21,435.86,PIX
3386,6791,2023-08-28,8358.16,Boleto
3387,6319,2024-04-05,7792.52,Transferência
3388,4971,2024-02-03,1456.1,Transferência
3389,5578,2024-03-22,732.23,Boleto
3390,2863,2023-12-14,2629.11,Transferência
3391,675,2023-06-25,9409.26,Boleto
3392,6957,2023-09-23,3124.17,Cartão de Crédito
3393,998,2023-12-29,5961.96,PIX
3394,1820,2024-10-05,628.54,PIX
3395,2305,2024-02-01,8383.66,Cartão de Crédito
3396,114,2024-04-04,9575.5,Cartão de Crédito
3397,6381,2023-05-01,4803.42,PIX
3398,3705,2024-08-24,6263.33,Transferência
3399,2807,2024-07-15,211.94,Transferência
3400,6735,2023-10-02,4023.69,Transferência
3401,6080,2024-03-08,9742.63,Boleto
3402,6232,2024-10-28,5904.01,Cartão de Crédito
3403,2612,2023-07-19,6011.88,Boleto
3404,5391,2024-05-21,7459.43,Transferência
3405,423,2024-05-27,9434.5,PIX
3406,5822,2023-12-05,5153.04,Transferência
3407,2940,2024-01-23,6690.73,Transferência
3408,2972,2024-08-07,1694.26,Cartão de Crédito
3409,6974,2024-03-13,5870.45,PIX
3410,839,2023-11-21,5250.61,Transferência
3411,5248,2024-09-23,4461.62,Boleto
3412,4003,2024-08-12,9085.12,Boleto
3413,5518,2023-05-12,665.46,Transferência
3414,642,2024-04-15,3721.55,Cartão de Crédito
3415,6448,2023-03-05,8418.44,Transferência
3416,1852,2023-03-12,9352.16,Transferência
3417,3945,2024-04-14,9769.21,Boleto
3418,2168,2024-09-14,4192.92,Boleto
3419,481,2025-01-27,987.06,Transferência
3420,1595,2024-07-22,3193.91,Boleto
3421,6785,2023-07-03,5875.54,Cartão de Crédito
3422,1583,2024-10-22,8539.75,Boleto
3423,6560,2025-02-04,2655.7,Transferência
3424,1339,2024-06-03,7974.48,Boleto
3425,3279,2024-12-02,5231.73,PIX
3426,4568,2023-12-25,9643.74,Cartão de Crédito
3427,3548,2024-09-25,273.73,Boleto
3428,2490,2024-05-10,2268.8,Transferência
3429,4045,2023-07-21,6849.26,PIX
3430,2110,2024-08-30,371.23,Cartão de Crédito
3431,1047,2023-04-21,4438.97,Cartão de Crédito
3432,2387,2023-05-06,3757.26,Boleto
3433,1769,2023-12-07,6344.89,Boleto
3434,5951,2025-02-10,8525.87,Boleto
3435,5087,2024-05-09,5281.58,PIX
3436,2847,2024-09-12,8387.49,Transferência
3437,1209,2023-11-12,2293.15,Cartão de Crédito
3438,634,2023-12-19,7773.36,Cartão de Crédito
3439,6250,2023-03-04,5879.25,PIX
3440,1429,2023-04-13,1714.58,PIX
3441,1299,2024-10-23,2507.12,Transferência
3442,3448,2023-05-31,5813.06,PIX
3443,745,2023-10-10,626.78,Boleto
3444,1792,2024-06-07,7335.15,Boleto
3445,4742,2023-12-28,5071.37,Boleto
3446,2656,2024-01-03,5164.6,Transferência
3447,4456,2023-12-16,3537.52,PIX
3448,5698,2023-02-28,1232.18,PIX
3449,1007,2024-11-30,2148.93,Transferência
3450,2923,2024-02-03,2124.05,Boleto
3451,6567,2024-12-30,4384.16,PIX
3452,3996,2024-05-23,4478.62,Cartão de Crédito
3453,1716,2023-04-24,2942.22,Transferência
3454,4183,2024-02-12,8289.26,Transferência
3455,2894,2024-11-23,5959.09,Transferência
3456,5673,2025-01-13,5551.14,Cartão de Crédito
3457,2586,2025-01-23,352.87,Transferência
3458,4831,2023-10-15,983.77,PIX
3459,2125,2024-09-25,3251.6,PIX
3460,3578,2024-04-24,5587.05,Cartão de Crédito
3461,5697,2024-02-06,8771.45,Cartão de Crédito
3462,2662,2023-06-14,2096.42,Transferência
3463,3781,2023-12-22,9540.18,Boleto
3464,2234,2024-09-26,9043.87,Transferência
3465,410,2023-08-31,9869.97,Cartão de Crédito
3466,696,2023-11-20,2356.8,Boleto
3467,5879,2024-04-11,4788.1,Cartão de Crédito
3468,2556,2024-02-03,2977.26,Boleto
3469,3322,2023-06-26,3021.69,Transferência
3470,364,2024-05-21,5423.59,Transferência
3471,948,2023-08-26,6377.36,Boleto
3472,197,2023-09-08,6863.24,Transferência
3473,321,2023-11-06,4384.97,Transferência
3474,6382,2024-10-10,277.9,Cartão de Crédito
3475,5304,2023-05-18,6455.98,Boleto
3476,1597,2024-01-14,1834.9,PIX
3477,5292,2023-11-02,7296.21,Boleto
3478,6713,2023-03-03,124.79,Boleto
3479,2663,2025-01-24,4809.65,Cartão de Crédito
3480,1272,2023-08-26,9217.33,Cartão de Crédito
3481,6579,2024-05-21,9925.47,Transferência
3482,6332,2023-06-20,2943.09,PIX
3483,5510,2024-03-13,7563.0,PIX
3484,6507,2024-11-28,8389.86,Transferência
3485,6683,2024-01-24,3880.34,PIX
3486,5765,2024-01-29,1806.61,Boleto
3487,3412,2023-12-14,9434.46,Boleto
3488,6703,2024-11-17,6810.09,PIX
3489,139,2024-04-27,4274.5,Cartão de Crédito
3490,5955,2024-08-07,2345.78,Boleto
3491,327,2023-09-05,3447.39,Boleto
3492,6655,2023-04-27,3864.65,Cartão de Crédito
3493,6756,2024-07-30,5512.48,PIX
3494,2017,2023-03-23,1701.08,PIX
3495,105,2025-02-24,9090.28,Boleto
3496,4870,2024-07-20,3325.73,Cartão de Crédito
3497,1023,2024-02-17,6942.16,Cartão de Crédito
3498,259,2024-06-11,5889.47,PIX
3499,2053,2023-10-26,600.25,PIX
3500,750,2024-11-15,7294.8,Cartão de Crédito
3501,4343,2024-01-22,8612.2,Boleto
3502,3134,2023-06-25,6920.44,Cartão de Crédito
3503,4169,2024-12-26,9902.54,Boleto
3504,412,2024-01-09,3444.36,Cartão de Crédito
3505,5429,2023-04-12,7230.8,PIX
3506,1546,2024-12-19,7611.36,Cartão de Crédito
3507,6115,2023-04-20,5163.38,Cartão de Crédito
3508,5440,2024-06-24,7985.53,Boleto
3509,2386,2024-11-02,8616.56,Transferência
3510,2838,2023-08-21,5522.77,Boleto
3511,3774,2023-06-13,7456.61,Transferência
3512,6604,2024-09-21,285.55,PIX
3513,5637,2025-01-19,7922.75,PIX
3514,2189,2024-04-10,1968.72,Cartão de Crédito
3515,132,2024-09-21,999.6,Cartão de Crédito
3516,3455,2023-09-28,9936.45,PIX
3517,529,2023-10-25,715.13,Transferência
3518,5988,2024-07-09,2185.48,Transferência
3519,319,2024-10-26,1703.43,Boleto
3520,2069,2025-01-14,1901.42,Transferência
3521,39,2023-05-15,1784.13,Transferência
3522,4924,2024-08-21,7985.25,PIX
3523,5663,2023-06-20,4995.45,Cartão de Crédito
3524,999,2024-05-29,5850.81,PIX
3525,2241,2024-11-13,1606.16,Cartão de Crédito
3526,5370,2024-04-14,3374.86,PIX
3527,5821,2024-12-04,7270.25,Transferência
3528,618,2023-12-01,1128.57,Transferência
3529,6660,2023-10-08,7430.07,Transferência
3530,295,2024-11-19,8169.31,Cartão de Crédito
3531,4285,2024-11-04,2978.99,Transferência
3532,1845,2025-02-08,8043.25,Boleto
3533,1457,2023-11-30,9568.58,PIX
3534,4908,2025-01-08,1993.17,PIX
3535,4402,2024-11-17,917.91,Transferência
3536,2984,2024-02-27,2639.97,PIX
3537,3298,2023-11-23,9444.74,PIX
3538,6428,2023-06-19,9320.78,Cartão de Crédito
3539,3845,2023-10-10,5982.5,PIX
3540,3579,2024-04-09,2596.89,Cartão de Crédito
3541,4597,2023-10-13,6118.59,Boleto
3542,658,2024-05-28,8842.59,Transferência
3543,3332,2024-01-18,3545.48,Boleto
3544,6695,2023-11-13,7619.56,Boleto
3545,2538,2024-05-10,9308.95,PIX
3546,4929,2025-01-04,5990.06,PIX
3547,2715,2025-01-16,6483.32,Transferência
3548,5629,2023-05-02,9233.01,PIX
3549,3854,2023-09-18,6670.59,Boleto
3550,6350,2023-12-14,6630.04,PIX
3551,2767,2024-02-16,3853.05,Transferência
3552,777,2024-06-20,8387.67,Cartão de Crédito
3553,6790,2023-03-03,4385.78,Boleto
3554,2659,2024-12-24,5797.62,Boleto
3555,1089,2023-11-01,3437.3,Cartão de Crédito
3556,837,2024-07-15,7678.04,Cartão de Crédito
3557,4040,2023-10-18,1775.31,PIX
3558,196,2023-05-09,4917.73,Boleto
3559,5215,2024-04-22,6650.47,Boleto
3560,1430,2024-04-29,6126.93,Cartão de Crédito
3561,3707,2023-08-05,3098.27,Cartão de Crédito
3562,6820,2023-05-03,8952.28,Boleto
3563,1023,2024-04-08,1984.94,PIX
3564,5251,2024-12-11,3510.1,Boleto
3565,5828,2023-07-20,3240.44,PIX
3566,4052,2023-11-22,8387.67,Cartão de Crédito
3567,1996,2024-06-09,9151.49,Cartão de Crédito
3568,3585,2024-06-05,4919.97,Transferência
3569,3944,2023-04-15,3997.61,Cartão de Crédito
3570,4685,2024-08-29,3256.11,Cartão de Crédito
3571,1166,2024-07-24,4467.75,PIX
3572,4469,2024-05-19,3402.09,Cartão de Crédito
3573,1833,2024-02-26,899.09,Cartão de Crédito
3574,1517,2023-10-29,4252.25,PIX
3575,2129,2024-01-26,7665.0,PIX
3576,2760,2024-08-17,5857.15,Boleto
3577,550,2024-09-20,6273.28,Cartão de Crédito
3578,3773,2024-01-23,1892.75,Transferência
3579,616,2024-08-10,8087.81,Cartão de Crédito
3580,1978,2023-10-27,6284.23,PIX
3581,3925,2023-04-04,3136.36,Cartão de Crédito
3582,4021,2024-12-15,3932.41,Cartão de Crédito
3583,5056,2024-05-14,2454.11,PIX
3584,7,2024-03-31,2773.15,Transferência
3585,3547,2024-08-22,50.14,Boleto
3586,2796,2024-03-26,4881.47,Transferência
3587,2818,2024-07-23,9263.11,Boleto
3588,1423,2024-12-10,1031.83,Boleto
3589,5693,2025-01-24,2473.84,Boleto
3590,512,2023-05-22,2416.75,PIX
3591,1099,2024-11-13,3659.82,Cartão de Crédito
3592,113,2024-06-13,6589.83,Transferência
3593,3301,2023-07-22,3489.14,Cartão de Crédito
3594,6246,2024-06-10,9611.71,Cartão de Crédito
3595,3754,2025-02-25,5882.91,PIX
3596,898,2023-11-18,6206.58,Cartão de Crédito
3597,2237,2024-11-22,5328.68,Transferência
3598,5617,2024-12-12,5982.05,Boleto
3599,3020,2024-06-23,5731.49,Cartão de Crédito
3600,5674,2024-04-10,8189.2,Transferência
3601,3714,2024-08-18,6725.59,Cartão de Crédito
3602,1376,2023-11-23,1169.26,Transferência
3603,4299,2024-09-18,5748.49,Boleto
3604,5913,2024-12-26,5668.43,Transferência
3605,5381,2023-10-11,1344.6,PIX
3606,4077,2023-05-24,572.76,Transferência
3607,5117,2025-02-22,5182.7,Boleto
3608,6738,2023-12-24,5075.92,Cartão de Crédito
3609,4006,2024-07-10,6735.92,PIX
3610,1475,2024-02-03,9207.17,Boleto
3611,2880,2025-02-10,8605.93,Transferência
3612,6184,2024-12-01,4092.68,Boleto
3613,6498,2024-01-17,5150.2,PIX
3614,2170,2024-10-27,7810.89,Boleto
3615,6573,2024-03-22,9817.92,Cartão de Crédito
3616,24,2023-08-25,7397.35,PIX
3617,4087,2024-11-05,4623.26,Boleto
3618,5544,2024-04-17,9321.81,Transferência
3619,1857,2023-08-31,1158.44,PIX
3620,1557,2024-06-17,5359.43,Transferência
3621,6074,2024-03-14,7297.96,Cartão de Crédito
3622,178,2023-06-12,9764.44,PIX
3623,4058,2024-12-27,7811.17,Boleto
3624,4943,2024-08-31,8806.52,Boleto
3625,5402,2024-11-09,6840.42,Transferência
3626,5990,2023-07-22,6948.41,Transferência
3627,3504,2024-02-29,4315.57,Cartão de Crédito
3628,3022,2024-08-28,2188.4,PIX
3629,2073,2024-07-04,665.23,Boleto
3630,6930,2023-11-04,1009.65,Boleto
3631,6980,2024-04-27,3592.85,Cartão de Crédito
3632,4020,2025-02-02,7356.21,PIX
3633,5949,2023-07-15,1570.06,PIX
3634,5023,2024-07-03,4845.67,Transferência
3635,3014,2024-05-29,6059.87,Transferência
3636,6566,2023-06-16,9398.66,Boleto
3637,3829,2024-04-15,6786.76,Boleto
3638,4237,2024-02-29,4002.48,Cartão de Crédito
3639,6496,2024-12-10,2384.55,PIX
3640,797,2024-05-29,543.94,Boleto
3641,6328,2024-09-08,4922.75,Transferência
3642,2172,2024-01-26,1497.65,Cartão de Crédito
3643,1090,2024-09-02,8052.56,PIX
3644,337,2023-12-08,8221.53,Transferência
3645,1354,2024-11-15,4806.22,Cartão de Crédito
3646,2528,2024-07-25,98.82,Transferência
3647,3714,2023-12-04,6426.55,Boleto
3648,89,2024-01-05,7055.21,Boleto
3649,5618,2023-05-18,527.73,Transferência
3650,4996,2023-12-31,761.01,PIX
3651,4390,2024-02-10,665.72,Boleto
3652,6487,2024-12-27,5587.37,Transferência
3653,4292,2023-12-05,9150.98,Boleto
3654,5186,2025-01-20,6861.09,Boleto
3655,3281,2025-02-14,4096.24,PIX
3656,615,2024-05-13,8102.86,Transferência
3657,5515,2023-11-15,2658.84,PIX
3658,2280,2024-02-22,5742.76,PIX
3659,4424,2023-08-13,2900.22,Cartão de Crédito
3660,1934,2024-11-15,2413.74,Boleto
3661,4226,2023-12-03,5347.17,Boleto
3662,4636,2024-03-11,6989.47,PIX
3663,4800,2025-01-28,5092.17,Boleto
3664,6001,2025-02-22,900.61,PIX
3665,2273,2024-01-22,8783.98,Cartão de Crédito
3666,5332,2023-08-16,8534.5,Transferência
3667,6983,2024-03-17,1136.42,PIX
3668,6633,2025-01-02,4838.23,Transferência
3669,5957,2024-10-08,5985.24,Boleto
3670,5141,2024-06-11,339.57,Boleto
3671,6590,2024-07-13,2068.23,PIX
3672,207,2023-08-26,2669.7,Transferência
3673,5027,2024-03-01,6732.72,Cartão de Crédito
3674,4772,2023-09-03,2904.62,Transferência
3675,2148,2023-12-03,4897.8,Transferência
3676,3130,2023-09-02,1026.08,Cartão de Crédito
3677,1378,2024-11-05,9598.42,Transferência
3678,4748,2024-01-27,2592.61,Cartão de Crédito
3679,1951,2023-06-17,2500.17,Boleto
3680,4639,2024-12-22,4509.83,Transferência
3681,3119,2024-09-20,2939.79,Cartão de Crédito
3682,6614,2024-09-21,1791.8,PIX
3683,5544,2023-09-11,5731.27,Boleto
3684,1096,2024-09-13,5870.22,PIX
3685,1394,2023-08-04,7612.4,Transferência
3686,1399,2024-06-23,8799.27,Cartão de Crédito
3687,1113,2023-05-18,4083.01,Transferência
3688,4973,2024-06-27,9165.45,Boleto
3689,924,2023-09-16,9858.63,Transferência
3690,270,2023-08-09,3810.8,PIX
3691,4445,2024-04-20,4749.95,PIX
3692,1647,2025-01-08,8382.43,Cartão de Crédito
3693,5542,2024-04-26,3847.36,Boleto
3694,3687,2023-02-26,3666.37,Boleto
3695,3163,2024-02-18,2034.18,PIX
3696,6021,2023-11-15,9563.26,Cartão de Crédito
3697,4023,2023-08-27,6855.48,Boleto
3698,3422,2023-09-23,5091.14,Cartão de Crédito
3699,5269,2024-05-11,4833.21,Transferência
3700,3571,2024-07-05,2270.0,PIX
3701,481,2023-11-02,2402.02,Boleto
3702,6021,2023-05-19,7570.79,PIX
3703,3658,2024-02-12,6265.75,Cartão de Crédito
3704,504,2025-02-25,3249.81,PIX
3705,2315,2023-12-22,9480.51,Transferência
3706,1896,2024-01-30,7506.01,Boleto
3707,6665,2023-12-01,2646.37,Transferência
3708,1682,2024-07-13,5076.35,Boleto
3709,6325,2025-02-25,6687.66,Transferência
3710,2873,2024-08-05,8189.17,Boleto
3711,952,2024-10-12,4399.76,Boleto
3712,4885,2023-06-27,7678.85,Boleto
3713,5465,2024-05-01,2120.4,Transferência
3714,4500,2024-01-11,8159.11,Cartão de Crédito
3715,6726,2023-05-24,3249.14,Boleto
3716,5697,2023-10-16,6776.19,Cartão de Crédito
3717,6525,2023-04-16,6230.56,Boleto
3718,4024,2025-02-10,5953.15,Transferência
3719,1577,2023-11-28,7687.54,Transferência
3720,1374,2024-08-10,6492.81,PIX
3721,2940,2024-04-12,5023.39,Boleto
3722,498,2024-02-18,6403.02,Transferência
3723,3979,2024-11-08,1521.48,PIX
3724,4036,2023-08-12,1624.28,Transferência
3725,56,2023-05-11,5680.58,Transferência
3726,2127,2024-10-12,1909.52,Boleto
3727,4047,2024-05-17,4920.11,Boleto
3728,2317,2024-10-17,5471.8,Transferência
3729,6647,2024-12-17,5896.67,Transferência
3730,4236,2024-06-08,2176.06,Transferência
3731,2134,2024-08-18,9884.85,Transferência
3732,2292,2024-07-30,5997.75,Transferência
3733,5693,2023-03-30,955.84,Cartão de Crédito
3734,1022,2024-03-25,8220.02,Transferência
3735,596,2023-09-06,2710.86,Cartão de Crédito
3736,1526,2023-06-14,6533.92,Cartão de Crédito
3737,602,2024-01-31,8002.69,Cartão de Crédito
3738,3842,2024-01-23,3896.51,Transferência
3739,6537,2024-07-08,6835.81,Boleto
3740,6050,2024-06-18,378.4,Transferência
3741,5987,2023-02-26,7615.89,Cartão de Crédito
3742,5612,2023-07-25,1516.33,Boleto
3743,1490,2023-10-09,6377.95,PIX
3744,5627,2023-09-14,7461.96,Transferência
3745,3725,2025-02-03,4910.03,Cartão de Crédito
3746,4087,2024-09-23,301.61,PIX
3747,6453,2024-08-13,8614.81,Boleto
3748,4071,2023-09-03,7547.58,Cartão de Crédito
3749,4072,2024-11-14,9345.06,Boleto
3750,2477,2025-02-03,6962.17,PIX
3751,5389,2024-03-10,4288.98,Boleto
3752,5003,2024-05-02,5450.86,Boleto
3753,208,2025-01-24,9825.17,Cartão de Crédito
3754,4291,2024-05-10,6510.92,Boleto
3755,3692,2024-04-16,4634.96,Boleto
3756,3625,2024-11-13,762.86,Boleto
3757,5360,2023-05-14,7757.62,Cartão de Crédito
3758,2669,2025-01-19,694.97,Cartão de Crédito
3759,4334,2023-03-06,1519.85,Boleto
3760,480,2025-01-12,1596.42,Cartão de Crédito
3761,3231,2023-04-02,1945.03,Transferência
3762,5552,2024-12-06,6141.45,Boleto
3763,2809,2024-12-30,2397.45,Boleto
3764,5373,2023-08-20,9936.22,Transferência
3765,5048,2025-01-17,1300.97,Cartão de Crédito
3766,3454,2024-04-07,372.94,Cartão de Crédito
3767,546,2025-01-14,6790.31,Boleto
3768,3539,2023-03-14,8229.98,Boleto
3769,3952,2024-08-17,8156.8,Transferência
3770,5543,2024-11-01,4616.08,Cartão de Crédito
3771,4937,2024-04-26,2554.3,Cartão de Crédito
