id_despesa,categoria,descricao,valor,data_despesa
1918,Operacional,Turn my contain government age each media lawyer.,19819.09,2024-08-26
1919,Marketing,Suggest news world success teach soldier not.,46528.39,2023-12-02
1920,Marketing,Past dinner education animal red serious second.,13949.51,2023-11-29
1921,Infraestrutura,Officer left feeling impact camera threat knowledge work.,2308.21,2024-02-02
1922,TI,Sound ten candidate director.,49727.92,2024-07-04
1923,Operacional,Professor successful change picture partner certainly.,30313.0,2023-08-25
1924,TI,Industry consumer behavior material girl theory design.,24570.15,2024-06-16
1925,Operacional,Try wide thus sit perhaps save difference.,47298.25,2024-09-23
1926,Infraestrutura,Three rise loss debate.,10469.18,2025-01-23
1927,Infraestrutura,Generation month who sign strong adult fire.,11150.34,2023-08-25
1928,TI,Reveal behavior marriage allow probably network own.,11824.62,2025-01-26
1929,Salários,Mr garden situation doctor exactly usually term.,31404.07,2024-09-24
1930,Salários,Ten social without believe in.,29714.34,2023-05-31
1931,Marketing,Discuss soldier hair fall decade ever.,38454.83,2024-05-30
1932,Operacional,Miss most different.,44152.14,2024-05-03
1933,TI,Participant threat stand meet.,41691.86,2023-07-12
1934,Operacional,Over size article development.,7697.51,2024-03-11
1935,Operacional,West main big next draw hour join.,30651.35,2024-06-11
1936,TI,Parent cause drive billion.,48021.87,2025-02-16
1937,Salários,Company house traditional sound week.,32304.3,2024-04-06
1938,Marketing,Prevent president father color couple.,27082.81,2024-11-22
1939,Infraestrutura,Ago against do them floor.,27302.25,2023-03-20
1940,TI,Red drop year rule.,3347.73,2024-05-18
1941,Marketing,The goal fire peace if address space head.,26806.37,2024-02-15
1942,TI,Hand final crime piece long.,39541.31,2024-08-06
1943,Marketing,Group land these continue.,23369.84,2023-08-25
1944,Operacional,Price save energy success write remember rise.,15513.7,2024-12-07
1945,Infraestrutura,Fast care help raise rather likely word.,14346.3,2023-09-13
1946,Salários,Difference read keep popular.,37093.66,2024-07-28
1947,Operacional,Continue happen sometimes issue moment drive age player.,43837.95,2023-02-26
1948,Operacional,Law majority standard various news exactly to.,24901.13,2025-02-20
1949,TI,Resource still experience bring hard road.,21905.57,2023-08-01
1950,Marketing,Soldier economic involve later director.,38878.71,2024-09-18
1951,TI,Radio those describe soon think.,48711.15,2024-12-17
1952,Operacional,Throw month thing we which difference.,9817.64,2024-09-05
1953,Salários,Hear research hear for.,20912.35,2024-05-21
1954,Operacional,Poor form hair population behavior bag affect.,41748.42,2024-09-11
1955,Salários,Red expect crime.,13847.53,2023-04-10
1956,Operacional,Record find firm remain of.,45068.76,2023-09-28
1957,Infraestrutura,Debate whose responsibility happen star thank.,16149.62,2024-10-24
1958,Salários,Ago daughter response true every type.,22956.14,2025-02-18
1959,Infraestrutura,President news direction deal decade case stage.,39446.85,2024-08-24
1960,Operacional,Somebody last say some foreign soon poor.,1548.92,2023-03-01
1961,Operacional,Sell yes shake factor.,49337.16,2023-06-09
1962,Operacional,Though weight character large.,43941.41,2024-11-27
1963,Salários,Skin six traditional bed this avoid.,31944.13,2024-03-16
1964,Infraestrutura,Nothing everything successful side.,11542.89,2024-02-20
1965,TI,Decade work want rich develop child.,49800.33,2024-10-03
1966,Salários,However no open section present challenge alone.,36319.0,2024-10-15
1967,Marketing,Second age whether perform ten subject your.,44046.94,2023-04-10
1968,Infraestrutura,Discuss stage model.,28299.74,2024-10-19
1969,Infraestrutura,Sing south walk main customer win series.,32519.2,2024-03-21
1970,Infraestrutura,War area none exist Democrat step.,21632.13,2025-02-01
1971,Infraestrutura,And factor green rule individual.,11275.3,2024-05-26
1972,Salários,Else away foreign raise down account letter.,9804.26,2024-05-04
1973,TI,Cold professional fill side born.,9230.16,2024-04-02
1974,Infraestrutura,Kid north again cost quickly relationship inside.,46395.17,2025-01-07
1975,Salários,Into gun security just civil task relationship.,2379.39,2023-12-01
1976,Salários,Animal act record huge thing.,857.09,2024-09-03
1977,Operacional,Six born property so amount.,40659.81,2024-04-13
1978,Operacional,Leader live level offer.,48821.62,2023-08-20
1979,Operacional,Worker meeting responsibility deal six purpose election.,38962.24,2023-12-17
1980,Marketing,Least law other among.,40574.49,2024-08-26
1981,Marketing,Own coach source.,12015.02,2024-12-21
1982,Infraestrutura,Million leg dream throw memory tree.,9755.37,2023-10-18
1983,TI,As Democrat learn analysis structure own case.,5736.4,2025-01-03
1984,TI,Identify list note step war member.,45133.17,2024-01-30
1985,TI,In value boy once.,34141.55,2023-07-25
1986,Marketing,I down Democrat watch.,22315.29,2024-09-06
1987,Marketing,Enter painting employee third.,21974.82,2024-12-27
1988,Salários,Reality human difference less face area trip.,12528.02,2023-09-22
1989,Salários,Computer white describe.,29844.11,2023-12-21
1990,Infraestrutura,Leg every support.,15858.8,2023-10-27
1991,TI,Meeting own act detail policy.,29913.76,2023-08-20
1992,Operacional,Hotel light voice have pull value box no.,4401.94,2024-05-04
1993,Salários,Cover election term issue trouble beautiful.,997.68,2023-03-27
1994,Infraestrutura,East be make.,47751.53,2024-08-18
1995,Operacional,Break democratic any open.,23669.01,2023-06-13
1996,Salários,Set project quickly.,15778.02,2024-02-26
1997,TI,Five action pull into.,42542.28,2024-12-23
1998,Operacional,Cover relate always foot to institution break.,41964.49,2024-01-14
1999,Salários,Wonder her few stand six fight.,2575.03,2023-07-16
2000,TI,Check people word service mention.,29065.44,2024-09-09
2001,Operacional,Sort certain lose anyone himself get.,26695.08,2024-10-04
2002,TI,Degree seem thus along.,2071.51,2023-12-12
2003,Operacional,Responsibility almost happy bad scene across foreign.,49614.4,2024-05-03
2004,Infraestrutura,Important opportunity own education.,20099.12,2024-12-17
2005,TI,Keep product brother some.,17889.12,2024-07-31
2006,Infraestrutura,Short man dark sound.,46113.01,2023-04-30
2007,Infraestrutura,Ok successful tree put analysis time age.,23968.49,2024-01-31
2008,Salários,Culture feeling when quickly enough fact.,3767.51,2023-05-15
2009,Salários,Government factor win money.,8616.6,2024-04-03
2010,Infraestrutura,Huge behavior apply know network.,18073.72,2024-06-03
2011,Infraestrutura,Water truth north statement brother skin.,42860.11,2023-07-19
2012,Salários,Listen real eye growth method chair environment wall.,22390.92,2025-02-21
2013,Salários,Call need early area open market catch learn.,40322.93,2025-01-10
2014,Marketing,Mean would family course.,18368.1,2024-03-03
2015,Salários,Deep soldier last me voice civil politics.,4683.38,2023-08-23
2016,Marketing,Environment myself whatever.,15470.61,2024-08-21
2017,Marketing,Suffer experience tonight less.,31612.05,2024-03-21
2018,Salários,Have account than huge on fish.,49004.58,2024-02-15
2019,TI,Maybe wind issue break population house.,41123.26,2024-01-05
2020,Salários,Itself describe others official.,8937.26,2023-12-15
2021,Salários,Food billion either trip sense against recently.,13930.27,2025-02-10
2022,Marketing,Approach few score moment.,25408.74,2024-02-21
2023,Operacional,National hold spring approach news any agent up.,34135.65,2023-04-04
2024,Salários,Financial enough customer.,34717.19,2023-12-25
2025,Marketing,Reach candidate phone administration century usually.,47630.78,2024-12-22
2026,Infraestrutura,Benefit especially low store fire.,42819.02,2023-09-16
2027,Salários,Should computer vote director.,2916.15,2024-09-03
2028,TI,Look wear media artist discussion decide treat.,10702.73,2023-04-10
2029,Operacional,Reality impact car challenge.,42623.85,2023-03-24
2030,Infraestrutura,Recognize commercial play.,10379.08,2023-07-29
2031,Infraestrutura,Fight else wear nature.,13567.13,2024-02-05
2032,Marketing,Raise these return product wind before boy.,3909.3,2024-10-11
2033,TI,Experience wrong morning factor blood lot respond.,35611.37,2025-01-09
2034,Operacional,Somebody reflect student right off throughout effect kitchen.,35221.49,2023-05-06
2035,Infraestrutura,Option American likely weight adult property traditional.,23525.69,2025-01-23
2036,TI,Pattern door wish rock entire politics candidate news.,36028.22,2024-06-16
2037,TI,Director onto too.,38486.78,2023-12-29
2038,TI,Prove how forget authority cover.,16035.5,2023-09-29
2039,Operacional,Light claim sense agree else be.,14520.5,2024-12-06
2040,Operacional,Beyond another day music both agent.,3267.63,2023-04-20
2041,Salários,Finally moment together act improve.,39381.64,2023-05-14
2042,Salários,Here tonight especially executive pass important choose.,49198.81,2024-03-26
2043,Salários,Science situation respond.,42420.4,2024-05-09
2044,Salários,Yard per same letter late site.,46732.52,2023-10-10
2045,Marketing,Behavior beyond friend mention include.,16138.04,2024-02-21
2046,Infraestrutura,About but many and.,48510.42,2024-03-15
2047,Marketing,Face right work these gas.,42758.0,2024-11-30
2048,Operacional,Source outside husband left painting top.,10142.95,2024-08-19
2049,Operacional,Individual majority foreign south later bit.,34754.43,2024-01-09
2050,Salários,Yes bad miss ahead.,32953.27,2023-12-31
2051,Operacional,Real network cultural begin edge lay arrive total.,39221.56,2024-09-03
2052,TI,Laugh on music service nothing down.,17066.86,2023-05-12
2053,Operacional,Tonight anything benefit summer industry president.,12796.57,2023-10-27
2054,Operacional,Color education whom process not again.,39963.41,2024-08-24
2055,Infraestrutura,Quickly instead way they know share marriage.,28877.81,2023-11-16
2056,TI,Join sea all industry together weight minute.,19995.0,2024-09-30
2057,Infraestrutura,Yet up experience establish increase.,47948.5,2024-07-09
2058,Salários,Discussion finally age machine.,33857.28,2023-11-07
2059,Salários,Near gun bed movie into.,32578.91,2025-02-17
2060,Salários,Crime lose cold suffer mean pick.,28819.29,2024-04-28
2061,Marketing,Rise soon she sense.,29903.96,2023-09-03
2062,Salários,Mr natural dog across lead fact.,38924.53,2023-09-05
2063,Infraestrutura,Final several radio nature whose thousand several.,9843.23,2024-04-30
2064,TI,Drive develop only around administration film identify.,22040.68,2024-03-12
2065,Infraestrutura,More financial campaign none five nearly short.,27423.75,2024-10-25
2066,Marketing,Deal entire provide wish.,7477.79,2023-12-08
2067,TI,Take town their success response.,38547.48,2024-02-18
2068,TI,Case property in move investment also.,10126.08,2023-04-17
2069,Operacional,Provide turn civil many war huge.,44472.25,2023-09-03
2070,TI,Accept it eye similar no.,25366.62,2023-09-16
2071,Salários,Read six school term authority pull guess.,22278.4,2024-12-31
2072,Salários,Adult art series food while car.,37816.3,2024-01-08
2073,Infraestrutura,Population time today history.,20404.79,2024-01-23
2074,Infraestrutura,Suffer the beat window agent ready part.,10587.79,2024-06-13
2075,TI,Free eat sit as wrong image recognize.,14086.03,2023-03-11
2076,Salários,None member else challenge number sometimes type.,5743.84,2024-07-21
2077,Salários,Tough improve here last likely.,30285.22,2024-05-10
2078,Marketing,Opportunity concern alone put majority respond reflect.,11096.39,2025-02-09
2079,Salários,Certain account ask beat.,38772.46,2023-12-19
2080,Marketing,Boy back goal matter skill short.,10180.44,2023-11-05
2081,TI,Mother onto customer behind rule.,31404.18,2024-02-18
2082,Salários,Decade him history level poor.,48676.56,2023-12-05
2083,Marketing,Which southern property ready.,21131.06,2024-08-29
2084,Salários,Shoulder step reveal soldier wonder close.,32203.37,2023-10-25
2085,Infraestrutura,Necessary almost structure baby.,42390.96,2024-08-29
2086,Salários,Serious major event prove city sense agent.,43371.86,2024-03-24
2087,Operacional,World operation food actually.,24255.95,2023-05-18
2088,Marketing,Treat enough capital once pick.,38645.29,2023-08-28
2089,Operacional,Evidence Republican face success Mr foot thought.,34584.95,2023-11-11
2090,Marketing,Young southern wall interesting look.,35560.66,2024-06-15
2091,Operacional,Defense purpose question allow attack true.,30387.28,2024-02-08
2092,TI,Behavior picture word consider could.,30104.23,2024-01-20
2093,Salários,Note wife everything able.,44448.21,2023-12-07
2094,Infraestrutura,Wide about stage would kitchen class manager.,15125.21,2024-12-16
2095,Marketing,Friend simply idea effort way.,12989.91,2023-07-24
2096,TI,Nation seven study only.,19535.51,2024-12-29
2097,Salários,Class when out rich move.,6390.09,2023-07-20
2098,Salários,Politics statement research newspaper join present then occur.,29594.41,2023-11-20
2099,TI,Late image authority early relate establish enough.,15750.42,2024-04-02
2100,Salários,Which mission Mrs myself.,36670.45,2024-09-10
2101,Salários,Democratic meet year trip increase foreign.,46228.94,2024-02-12
2102,TI,Film area heart kitchen politics.,14613.69,2023-11-11
2103,Operacional,Him not garden his notice accept authority.,45682.31,2024-03-27
2104,TI,Material field face government give daughter choose.,12135.1,2024-10-30
2105,Infraestrutura,Resource support trial man.,30738.19,2023-05-09
2106,Marketing,Western source including drop line report week behind.,30457.79,2024-11-24
2107,Marketing,Cultural miss part.,49092.51,2024-12-12
2108,Marketing,A level left.,22399.86,2023-09-09
2109,Salários,Performance those dream strong someone sort.,43892.02,2023-06-24
2110,Infraestrutura,Allow rise true water.,47553.76,2024-01-02
2111,TI,Building cause receive thank.,46468.71,2023-07-05
2112,Marketing,Nearly kitchen able.,27645.13,2024-05-08
2113,Operacional,Describe vote official if ground nice.,6220.45,2024-11-05
2114,Infraestrutura,Attack because them environment show.,24831.3,2023-07-20
2115,TI,Nature say democratic everybody.,18294.88,2024-06-03
2116,TI,Treatment performance type there.,14847.26,2023-07-14
2117,Salários,Feeling mother year want.,43835.43,2023-04-12
2118,TI,People individual wall five discussion everyone reach.,24972.11,2023-02-27
2119,Infraestrutura,Small new safe else.,9459.55,2023-11-02
2120,Infraestrutura,Travel conference include per receive network us under.,42229.66,2024-03-01
2121,Marketing,Wind again Congress those.,46972.9,2023-10-18
2122,Operacional,Alone set store agency cell writer should including.,24692.88,2024-05-22
2123,Operacional,Hair world summer until summer until mouth.,24410.3,2023-04-13
2124,Operacional,Room attorney could black product stay safe.,8403.24,2024-07-13
2125,Infraestrutura,Place rather operation begin degree thing son although.,17221.28,2023-04-26
2126,Marketing,Might American wrong building dream executive.,27474.02,2023-04-10
2127,TI,Draw night pick though plan another father Democrat.,8022.68,2023-02-26
2128,Salários,Ahead most probably thought.,3293.52,2024-11-10
2129,Operacional,Own none tough similar.,22077.89,2025-01-02
2130,TI,Difference black somebody pick.,33972.46,2023-05-14
2131,Salários,Collection admit not.,14598.58,2023-12-16
2132,Salários,Subject discover thus rate.,17823.54,2023-03-29
2133,Marketing,None red home possible tend store.,6569.25,2024-11-18
2134,TI,Training be Mr blood learn once.,40552.74,2023-09-04
2135,Marketing,Century environment group best often democratic recognize.,30789.93,2024-05-09
2136,Marketing,Society age four police eye western eight.,45489.98,2024-02-24
2137,Infraestrutura,Yourself health sit pretty.,49314.32,2023-09-07
2138,Infraestrutura,Significant remain station moment director.,5855.9,2024-08-20
2139,Marketing,Woman red article sort lawyer stuff.,36403.17,2023-09-04
2140,Infraestrutura,Peace turn rate I size.,24703.0,2024-01-28
2141,Marketing,Past again natural that worker among including.,6909.87,2024-08-05
2142,TI,Director watch low already I I.,28815.44,2023-12-26
2143,Operacional,Fall card result compare health school.,43280.5,2024-01-23
2144,Salários,Physical blood often level college police.,27271.28,2023-08-31
2145,Infraestrutura,Either point remember in direction suffer.,22774.23,2024-08-09
2146,TI,With sister financial product official.,25621.18,2024-08-25
2147,Operacional,Friend statement nation owner interest.,1574.04,2024-03-05
2148,TI,Experience sister hour those show.,38979.71,2024-04-16
2149,Salários,Memory when eat against for those quality.,41223.23,2023-10-12
2150,Infraestrutura,Deal candidate same something mission.,29763.61,2023-07-13
2151,Operacional,Week task Republican under.,25656.16,2024-10-21
2152,Marketing,Other page meet whom month drop until.,5404.34,2023-03-31
2153,Infraestrutura,Letter light door.,14191.24,2024-01-07
2154,Infraestrutura,Reveal model interesting someone black.,45022.87,2023-12-14
2155,Infraestrutura,Thing education teacher thus.,580.34,2025-01-20
2156,TI,Painting coach little.,6270.3,2023-08-22
2157,Salários,Method head once cup land civil difficult.,39371.03,2024-12-25
2158,Operacional,Defense writer claim bed environmental alone friend.,25420.42,2023-09-19
2159,Salários,Enjoy particular feel.,28816.91,2023-07-13
2160,Infraestrutura,Drive maintain grow message still require.,22737.53,2023-08-03
2161,Operacional,Care himself realize action.,30392.45,2023-08-26
2162,Marketing,Participant water clear medical interest key any.,14838.53,2024-05-22
2163,TI,Machine suddenly capital beautiful.,14343.83,2024-10-08
2164,Infraestrutura,Believe tree purpose society well agency scientist.,35374.06,2023-10-04
2165,TI,Traditional house fly.,14667.81,2024-07-13
2166,Infraestrutura,Surface relationship billion positive heart plant law.,11638.66,2024-09-23
2167,Marketing,Begin house long push I.,27424.86,2024-05-04
2168,Infraestrutura,Bit eye tree herself language lawyer.,16765.35,2024-11-15
2169,Infraestrutura,Nothing key stage provide myself member rule.,37995.64,2023-12-13
2170,Infraestrutura,Our idea adult water born become break.,23132.0,2024-02-16
2171,TI,Trouble really song against then cold land brother.,18625.54,2023-10-15
2172,Salários,Base scene degree trip information.,27016.78,2023-04-21
2173,Marketing,Behavior large it stay good discussion most.,46771.94,2024-04-16
2174,Salários,Sport believe tell.,46879.67,2024-07-28
2175,Salários,Meeting camera cover him piece open fly game.,31166.49,2024-03-31
2176,TI,Carry new result its challenge.,9151.46,2024-02-08
2177,Infraestrutura,Like population kid brother spend memory third enjoy.,23968.92,2023-07-12
2178,Infraestrutura,Prevent personal bag thing.,13834.74,2024-08-08
2179,Operacional,Job picture though rule.,18125.57,2023-03-20
2180,Infraestrutura,Similar continue them great win during couple.,22179.73,2024-04-08
2181,Operacional,While trade begin control.,36489.41,2024-12-03
2182,Infraestrutura,Dark music large television senior commercial picture phone.,12913.75,2024-03-26
2183,Marketing,Alone six mouth lay.,3198.61,2024-09-12
2184,Salários,Career front security rule agree meeting.,5842.62,2023-06-18
2185,Marketing,Face affect sense environment.,4055.34,2024-03-03
2186,Infraestrutura,When about nation term.,17682.42,2024-10-25
2187,Operacional,Cup rest care father other.,29334.37,2024-11-13
2188,Marketing,Money learn end sometimes control evening modern them.,42349.95,2024-08-15
2189,TI,Degree so these wind operation marriage.,42797.87,2024-10-10
2190,Salários,Least almost worker return.,1449.53,2024-06-09
2191,Salários,Picture again throw red beat girl case.,19369.15,2024-05-17
2192,Marketing,Make affect sit hospital PM small.,43095.27,2024-03-14
2193,Marketing,Not particularly I.,32763.0,2024-09-14
2194,Infraestrutura,Clearly prepare choose meet like.,8774.73,2024-10-25
2195,Infraestrutura,Hear food quite society.,32589.88,2023-03-02
2196,Infraestrutura,Finally whole dark represent which professor.,5785.49,2023-11-25
2197,Operacional,Race night security course budget.,21370.14,2024-11-04
2198,Operacional,Evidence fall civil amount.,11426.19,2024-03-11
2199,TI,Here begin his maybe or network matter big.,39081.03,2023-10-25
2200,Infraestrutura,Once after true choice guy kid.,43603.5,2024-10-14
2201,Operacional,Media would adult sort cause meet management.,7390.6,2023-11-30
2202,Marketing,Identify level produce heavy mission.,19185.12,2025-02-08
2203,Salários,Among from guess particular writer itself ability.,17188.83,2024-08-26
2204,Infraestrutura,Able share remain because.,12490.53,2024-06-21
2205,Infraestrutura,For fear property.,2065.06,2024-02-20
2206,Infraestrutura,Soon right front method.,13835.77,2024-02-02
2207,Infraestrutura,Research read their whom paper.,7628.79,2024-12-10
2208,Marketing,Tend easy carry will live way source.,25412.02,2023-08-29
2209,Marketing,Nearly certain actually manage boy Mrs.,42107.39,2023-05-14
2210,TI,Mind under keep community factor continue.,8821.55,2024-09-09
2211,Infraestrutura,Staff not option shake different under officer.,49276.03,2023-11-05
2212,Infraestrutura,Break pass international least news side participant.,33083.6,2024-04-06
2213,Salários,Item until last agree system war.,9605.62,2023-08-17
2214,TI,Hair have market executive impact.,30526.97,2023-07-05
2215,Marketing,Yourself or skill performance single.,33743.42,2023-04-30
2216,TI,Raise what feeling stop direction away.,8345.46,2024-04-07
2217,Operacional,Form us risk.,43214.85,2024-10-04
2218,Infraestrutura,Second soldier itself reason those.,19073.95,2023-10-26
2219,Operacional,Author many long cut thank.,21320.27,2024-06-07
2220,TI,Per focus half thousand trade these result.,15719.44,2023-08-20
2221,TI,Wonder meeting allow high concern research huge.,48176.26,2024-05-15
2222,Infraestrutura,Citizen simply happen point someone not interview.,31763.66,2025-02-07
2223,Marketing,Enough send tell your per agent.,29057.01,2024-01-07
2224,TI,Back southern hot real law professor.,40297.41,2023-03-17
2225,Salários,Great visit enter herself.,49013.88,2023-07-25
2226,Infraestrutura,City theory huge dog be green foreign ahead.,38489.36,2024-10-29
2227,Marketing,Spend no decision six single share state mind.,2823.59,2024-02-18
2228,Infraestrutura,At alone memory police late.,2235.46,2023-08-02
2229,Marketing,Moment pass suggest adult store.,28578.64,2024-03-15
2230,Infraestrutura,Send best since.,48990.15,2024-04-01
2231,Infraestrutura,Include couple draw commercial.,39973.35,2024-07-09
2232,Salários,Stuff cost ability wind south give low individual.,36222.77,2024-11-28
2233,Marketing,Idea learn painting drug voice room manager early.,2590.3,2023-11-10
2234,Operacional,Agree activity quite strategy central agent.,8944.01,2023-05-17
2235,Infraestrutura,Crime have east other position.,6437.46,2024-07-03
2236,Infraestrutura,Mother bit black sound down per development.,44799.91,2024-05-27
2237,Salários,Assume news anyone argue newspaper.,28243.71,2024-01-22
2238,TI,Provide write guess.,47998.56,2023-10-20
2239,Operacional,Live clear administration newspaper.,33755.52,2024-10-09
2240,Salários,Onto speak finish book entire well Democrat.,18096.52,2023-03-02
2241,Operacional,Because professional write serious various.,49009.93,2024-10-24
2242,Operacional,President nearly big build country.,14695.62,2023-08-20
2243,TI,Tree candidate peace fact individual.,551.62,2023-05-21
2244,TI,Herself small same doctor idea animal half from.,49342.09,2023-09-13
2245,TI,Current prepare into I cold health material seem.,6898.92,2025-02-03
2246,Salários,Indeed it consumer forward fear spring.,46917.36,2023-07-28
2247,Operacional,Throw administration one yet.,9925.24,2023-09-29
2248,Salários,Statement than radio somebody today fast.,12539.27,2024-10-11
2249,Marketing,Describe through brother.,9746.52,2023-12-30
2250,Infraestrutura,Task understand term cold.,15411.08,2023-08-17
2251,Salários,Gas say option whether type scientist.,27061.78,2023-12-26
2252,Operacional,Year herself clear case really television cost.,23084.27,2024-09-26
2253,Marketing,Administration deep important send debate.,10822.95,2024-06-25
2254,Operacional,Than everyone sort over cell number above.,2181.65,2025-01-11
2255,TI,Consumer officer one rule citizen.,13885.44,2023-06-20
2256,Marketing,Son risk even sister.,38091.84,2023-12-04
2257,Operacional,Rate attorney clearly.,46807.6,2024-07-13
2258,TI,High idea beautiful reach.,30245.35,2024-12-07
2259,Operacional,Important indicate behavior region debate fill phone continue.,29017.1,2024-12-08
2260,TI,Late yeah mention might.,647.4,2024-11-25
2261,Salários,Structure staff example support.,41254.87,2024-08-03
2262,TI,Move security investment possible list.,14612.52,2024-02-12
2263,Marketing,Run back law number ground turn.,2058.68,2024-01-29
2264,Operacional,It bar woman fill join dream.,3862.57,2023-04-30
2265,TI,Run positive Mrs project avoid food.,17736.83,2023-06-05
2266,Marketing,Account hospital attack want.,32970.88,2025-01-14
2267,Operacional,Future clear become bank least dark them.,34399.7,2024-06-04
2268,Operacional,One material explain instead thing which.,30766.85,2023-12-16
2269,TI,Husband whole nature call civil before difficult whatever.,10447.44,2025-01-16
2270,TI,Process test inside build.,20129.55,2023-12-22
2271,TI,Week reason question impact.,20633.8,2023-09-05
2272,Marketing,White case together brother lose stay everybody our.,31350.54,2024-04-09
2273,TI,Its someone every beautiful return executive week.,15464.63,2023-04-27
2274,Salários,Seat game between grow point exactly present group.,5402.77,2024-10-28
2275,Salários,Sit money kitchen future degree.,18247.71,2024-11-08
2276,Marketing,Second you recently affect remain allow.,25034.38,2024-01-10
2277,TI,Particularly medical building million.,7675.04,2023-10-03
2278,Marketing,Upon trip should daughter medical.,6675.64,2024-06-29
2279,Infraestrutura,Test above live manage situation become.,10910.42,2024-11-30
2280,Marketing,Tough play gun front.,25992.74,2024-04-07
2281,Operacional,Protect hundred quite.,41330.65,2024-03-19
2282,Salários,Free minute form along task into.,30138.51,2024-07-21
2283,Marketing,Clearly thousand machine fund spring.,4504.24,2024-04-02
2284,Marketing,Also these help while low of painting high.,44557.34,2024-06-23
2285,Marketing,Education short hair reach professor information push role.,27929.77,2024-09-08
2286,TI,Under friend series.,1436.74,2025-02-16
2287,TI,Program media kid.,5912.02,2023-11-27
2288,Operacional,Southern degree yourself street political Republican.,44358.51,2023-03-07
2289,Marketing,Appear phone from place owner behind on.,27092.97,2024-03-09
2290,Infraestrutura,Security red score detail.,45201.95,2023-07-18
2291,TI,Animal when nor history notice key hand.,41798.23,2024-10-21
2292,Salários,Push answer effect national finally her throughout.,29495.34,2023-08-18
2293,TI,Floor way picture growth better.,6415.09,2024-05-23
2294,Marketing,Poor design people with discuss center fire.,9871.65,2025-02-25
2295,TI,Long bring before.,9576.1,2024-07-31
2296,Operacional,Generation need meet expert cut buy impact.,12257.92,2023-07-02
2297,Salários,Good reflect above quickly clear cell level.,1839.78,2024-04-20
2298,Marketing,Contain throughout two between glass subject.,37331.54,2023-03-16
2299,Operacional,Happy share local must later tree perhaps.,37762.68,2024-04-25
2300,Infraestrutura,Pretty attack catch court fast.,6918.33,2023-09-16
2301,Infraestrutura,Capital large what body.,40658.93,2023-08-04
2302,Marketing,Analysis control modern somebody into.,5072.47,2023-12-02
2303,Operacional,Possible full six floor why wonder follow reflect.,23654.2,2024-10-10
2304,TI,Paper simple cultural read put.,1982.84,2024-11-11
2305,TI,Say when community moment news live.,15386.23,2023-09-19
2306,Operacional,Culture view result reality.,49174.2,2023-12-21
2307,Infraestrutura,Thousand blood wait ago.,5873.04,2025-02-18
2308,Operacional,Financial goal form way hand.,7132.34,2023-08-07
2309,Marketing,Expect nice news may.,41419.74,2023-09-24
2310,TI,Certain know pull place matter open live per.,10067.67,2024-01-29
2311,Infraestrutura,Area remain assume it option continue.,14199.75,2024-11-26
2312,Salários,Situation owner election authority series writer.,1764.34,2024-06-13
2313,Infraestrutura,Store start first someone.,2712.22,2023-06-04
2314,Marketing,Shake use mind including sound person.,30070.27,2023-09-21
2315,Infraestrutura,Recently enough just specific I fish.,26558.84,2024-12-06
2316,Marketing,Administration more hundred particularly society.,17958.19,2023-08-04
2317,TI,Resource loss guy special soon bill you.,35345.01,2024-09-02
2318,Infraestrutura,Operation join herself degree require power.,29012.51,2024-12-20
2319,TI,Trial others it fall hospital life society.,25542.69,2023-04-28
2320,Infraestrutura,Mouth late sister read.,28885.6,2024-11-27
2321,Salários,Rule operation onto know.,38344.36,2023-11-30
2322,Operacional,Production hear office name.,14909.45,2024-07-25
2323,Infraestrutura,Class loss shake eye ago through up.,3046.66,2024-05-02
2324,Marketing,Major cultural police education.,37229.24,2024-08-23
2325,Marketing,Call method instead election relate prepare.,6442.92,2025-02-06
2326,Infraestrutura,Certain hair situation pass make arm.,4050.31,2024-03-21
2327,TI,Modern individual nor majority may eight.,26270.57,2024-03-25
2328,TI,Company great then experience.,7816.89,2023-10-02
2329,Salários,Source be own race.,49320.91,2023-04-24
2330,Marketing,Paper television get then first draw moment.,18468.55,2023-05-19
2331,Marketing,Movie appear career home attorney huge.,11163.05,2024-02-25
2332,Operacional,System voice challenge far your dinner.,4190.74,2024-12-02
2333,TI,Action top issue minute.,27828.34,2024-10-22
2334,TI,Especially adult show dark feeling bed.,29081.68,2023-09-26
2335,Infraestrutura,House song soldier eat from theory.,29853.3,2024-12-01
2336,Salários,Middle population do little course subject author.,49582.56,2024-01-17
2337,TI,Agree one thus include soldier behavior wide parent.,20430.48,2024-04-03
2338,Operacional,Authority close range much forget help.,33510.27,2023-07-15
2339,Marketing,Face hard peace available box.,24993.1,2024-03-30
2340,Marketing,Statement message western region son either magazine push.,4343.02,2024-08-09
2341,Marketing,Information chair toward during man return seek.,31247.83,2024-07-04
2342,Salários,Evidence most war deep office mention long make.,5005.92,2024-03-26
2343,Operacional,Open call require training.,44563.44,2023-08-14
2344,Operacional,Strong pick gun leave ability.,26071.81,2024-11-17
2345,Infraestrutura,Sing boy discussion raise artist inside type.,49575.24,2023-05-28
2346,Infraestrutura,Forget traditional only end explain type lot.,3403.3,2023-12-20
2347,Operacional,What reason large recent effect energy.,846.62,2023-03-01
2348,Salários,Mention whether letter other space describe series.,43298.2,2023-04-13
2349,Infraestrutura,Tree pull player hard after similar.,32355.74,2023-11-22
2350,Marketing,History resource add.,46364.61,2023-03-14
